6,5084,1
6,4991,1
6,4990,1
6,5225,1
6,3154,1
6,5087,1
6,5315,1
6,5063,1
6,5280,1
6,5176,1
6,5114,1
6,5146,1
6,5053,1
6,5079,1
6,3278,1
6,4995,1
6,5060,1
6,4835,0
6,5055,1
6,5093,1
6,3107,0
6,5107,1
6,5104,1
6,5001,1
6,5056,1
6,2930,0
6,5009,1
6,5123,1
6,5133,1
6,5221,1
6,5179,1
6,5138,1
6,5175,1
6,2937,1
6,5134,1
6,5078,1
6,4969,0
6,5008,1
6,5178,1
6,5092,1
6,5080,1
6,5130,1
6,5281,1
6,5171,1
6,5011,1
6,5228,1
6,5177,1
6,5211,1
6,3169,1
6,5034,1
6,5286,1
6,5113,1
6,5268,1
6,5181,1
6,5256,1
6,5102,1
6,5337,1
6,5132,1
6,3222,1
7,1376,0
7,1346,0
8,2447,0
9,37,1
10,72,0
12,12,1
12,14,1
12,28,1
12,21,1
12,2,1
12,25,1
12,33,1
13,448,0
13,84,0
13,61,0
13,407,0
14,935,0
14,2320,1
14,1035,0
15,1211,0
15,1161,1
15,468,0
15,1097,1
15,1347,0
15,1231,0
15,2292,0
15,1412,0
15,1176,0
15,182,0
15,2291,0
15,298,0
15,978,1
15,1159,0
15,1387,1
15,1156,0
15,1447,1
15,1141,1
15,1353,0
15,1283,1
15,1212,0
15,1055,1
15,282,0
15,1194,1
15,265,0
15,1349,0
15,1280,1
15,1139,1
15,1469,0
15,342,0
15,1222,1
15,1284,0
15,196,1
15,200,1
15,317,0
15,1158,0
15,1261,0
15,1467,0
15,1223,1
15,2380,0
15,1811,0
15,1157,0
15,1246,0
15,1330,1
16,684,1
16,268,1
16,963,0
16,835,0
16,277,1
16,783,0
16,1425,1
16,761,1
16,1370,1
16,703,1
16,905,1
16,333,1
16,232,1
16,704,1
16,1265,1
16,924,1
16,727,0
16,677,1
16,55,0
16,215,1
16,860,1
16,793,1
18,84,0
18,38,0
20,186,0
22,265,0
25,1851,1
25,1271,1
25,1835,1
25,981,0
25,1859,1
25,1864,1
25,947,1
25,1862,1
25,1202,0
25,1224,0
25,1834,1
25,1837,1
25,1878,1
26,421,0
26,283,0
26,553,0
26,477,0
26,361,0
26,323,0
26,732,0
26,677,0
26,253,0
27,81,1
27,89,1
28,55,0
29,701,0
29,1,0
29,331,0
29,106,0
29,723,0
29,664,0
30,136,1
30,97,1
30,212,1
30,86,1
30,897,0
30,199,1
30,373,1
30,1135,0
30,332,1
30,119,1
30,392,1
30,1260,0
30,396,1
30,84,1
30,362,1
30,107,1
30,1261,0
30,96,1
30,108,1
30,317,1
30,76,1
30,349,1
30,393,1
30,77,1
30,385,1
30,1115,0
30,166,1
31,2405,1
31,1484,0
31,2462,1
31,2288,1
31,2352,1
31,2261,1
31,2998,1
31,2471,1
31,2589,1
31,3180,1
31,2720,1
31,2365,1
31,2463,1
31,2891,1
31,2514,1
31,2590,1
31,2581,1
31,2251,1
31,2580,1
31,2262,1
31,3088,1
31,2388,1
31,2849,1
31,2389,1
31,2649,1
31,2717,1
31,2960,1
31,2305,1
31,2892,1
31,1509,0
31,3089,1
31,2646,1
31,2889,1
31,1241,0
31,2412,1
31,2313,1
31,2259,1
31,2307,1
31,2992,1
31,3096,1
31,2725,1
31,2526,1
31,2798,1
31,2473,1
31,2525,1
31,2419,1
31,2359,1
31,2890,1
31,2356,1
31,2903,1
31,1410,0
31,2414,1
31,3090,1
31,2263,1
31,2253,1
31,2517,1
31,2291,1
31,2615,1
31,2760,1
31,2390,1
31,2518,1
32,1690,0
32,1014,0
32,1438,0
32,1231,0
32,1499,0
32,1070,0
32,1372,0
32,1441,0
32,1302,0
32,821,0
32,1197,0
32,1454,0
32,826,0
32,1326,0
32,1069,0
32,964,0
32,1129,0
32,1589,0
32,768,1
32,1092,0
32,1162,0
32,1273,0
32,1097,0
32,1001,0
32,1669,0
32,1234,0
32,1147,0
34,2237,0
34,2371,0
34,2971,0
34,679,0
34,5432,0
34,1965,0
34,2738,0
34,1725,0
34,1696,0
34,2736,0
34,5448,0
34,373,0
34,989,0
34,2578,0
34,2511,0
34,2203,0
34,449,0
34,5519,0
35,623,0
35,3128,1
35,470,0
35,3349,1
35,2986,1
35,3087,1
35,546,0
35,493,0
35,299,0
35,340,0
35,2773,1
35,3215,1
35,471,0
35,2281,1
35,2936,1
35,356,0
35,2706,1
35,3315,1
35,3171,1
35,2490,0
35,3383,1
35,3277,1
35,2629,1
35,2061,1
35,2520,1
35,572,0
35,48,1
35,3015,1
35,2628,1
35,3040,1
35,419,0
35,3281,1
37,179,1
37,120,1
38,1882,0
38,3428,1
38,1626,0
38,1676,0
38,1701,0
38,1457,0
38,1799,0
38,1560,0
38,1547,0
38,1575,0
38,1600,0
39,1012,0
39,531,0
39,1174,0
39,1163,0
39,123,1
39,1225,0
39,1021,0
39,992,0
39,99,1
40,3197,0
40,527,0
40,674,0
40,3155,0
40,789,0
40,613,0
40,886,0
40,641,0
40,769,0
40,2661,0
40,3251,0
40,726,0
40,3112,0
40,675,0
40,2608,0
40,2958,0
40,742,0
40,2609,0
40,3390,0
40,865,0
40,709,0
40,740,0
40,784,0
40,2519,0
40,672,0
40,653,0
40,3200,0
40,2539,0
40,866,0
40,792,0
40,715,0
40,2789,0
40,565,0
40,562,0
40,677,0
40,770,0
40,694,0
41,36,0
41,58,0
41,21,0
41,599,0
41,449,1
41,661,1
41,1106,0
41,957,0
41,189,0
41,1146,0
41,1131,0
41,1133,0
41,978,0
41,1160,0
41,302,0
41,1130,0
41,450,1
41,200,0
41,1134,0
41,564,0
41,973,0
41,435,1
41,239,0
41,648,0
42,829,0
42,1106,0
42,679,0
42,647,0
42,1022,0
42,651,0
42,437,0
42,138,0
42,436,0
42,552,0
42,800,0
42,729,0
42,135,0
42,603,0
42,645,0
42,713,0
42,140,0
42,225,0
42,491,0
42,792,0
42,992,0
42,816,0
42,644,0
42,195,0
43,449,1
43,502,1
43,484,1
43,464,1
43,430,1
43,525,1
43,439,1
43,490,1
43,428,1
43,542,1
44,104,1
44,96,1
44,55,1
44,156,1
44,161,1
44,158,1
44,72,1
44,100,1
44,152,1
44,154,1
44,99,1
45,412,1
45,500,1
45,530,1
45,531,1
45,711,0
45,551,1
45,468,1
45,438,1
46,603,0
46,397,0
46,644,0
46,831,0
46,966,0
46,812,0
46,13,0
46,787,0
46,867,0
46,9,0
46,919,0
46,151,0
46,15,0
46,846,0
46,10,0
46,186,0
46,881,0
46,977,0
46,0,0
46,4,0
46,777,0
46,953,0
46,900,0
46,193,0
46,976,0
46,898,0
46,897,0
46,75,0
46,788,0
46,55,0
46,621,0
46,2,0
46,187,0
46,887,0
46,834,0
46,6,0
46,118,0
46,786,0
46,41,0
46,709,0
46,811,0
46,825,0
46,35,0
46,62,0
46,913,0
46,584,0
46,122,0
47,2808,0
47,2825,0
47,2944,0
47,2895,0
47,2814,0
47,2906,0
47,2867,0
48,849,0
48,814,0
48,880,0
48,366,0
48,131,0
48,316,0
48,926,0
48,126,0
48,341,0
48,1389,0
49,1207,0
49,269,0
49,1079,0
49,1327,0
49,1264,0
49,1567,0
49,1621,0
49,975,0
49,1131,0
49,639,1
49,1331,0
49,1076,0
49,1210,0
49,1485,0
49,1077,0
49,1516,0
49,1206,0
49,1484,0
49,1157,0
49,1113,0
49,1262,0
49,997,0
49,1160,0
49,991,0
50,376,1
50,384,0
50,337,1
50,371,1
50,359,1
50,354,1
51,199,1
51,1349,0
51,1338,0
51,1322,0
51,1291,0
51,1288,0
52,4798,0
52,5304,0
52,4358,0
52,4298,0
52,4897,0
52,4690,1
52,5039,0
52,121,0
52,174,0
52,4454,1
52,62,0
52,1274,0
52,4985,0
52,5126,0
52,5208,0
52,4396,0
52,4898,0
52,212,0
52,4885,0
52,5141,0
52,206,0
52,4973,0
52,5372,0
52,4864,0
52,5182,0
52,95,0
52,4777,0
52,5321,1
52,280,0
52,4858,1
52,5224,0
52,5057,0
52,76,0
52,4952,0
52,4360,0
52,117,0
55,403,0
55,1832,0
55,111,0
55,94,0
55,2309,1
55,402,0
55,406,0
55,78,0
55,503,0
55,401,0
55,82,0
55,287,0
57,390,0
57,392,0
57,428,0
57,489,0
57,42,0
57,429,0
57,362,0
57,69,0
57,404,0
57,466,0
57,415,0
57,410,0
57,95,0
57,31,0
57,420,0
57,389,0
57,45,0
57,380,0
57,394,0
57,180,0
57,385,0
57,388,0
57,49,0
57,402,0
57,344,0
57,403,0
57,113,0
57,76,0
57,2,0
57,366,0
57,116,0
57,397,0
57,365,0
57,418,0
57,391,0
57,426,0
57,23,0
57,17,0
57,19,0
57,151,0
57,20,0
57,396,0
57,32,0
57,382,0
57,425,0
57,355,0
57,74,0
57,393,0
57,407,0
57,490,0
57,417,0
57,364,0
57,449,0
57,384,0
57,114,0
57,411,0
57,430,0
57,395,0
57,412,0
58,435,1
58,662,1
58,365,1
58,514,1
58,484,1
58,366,1
58,525,1
58,518,1
58,409,1
58,464,1
58,495,1
58,553,1
58,432,1
58,629,1
58,489,1
58,1263,1
58,108,0
58,460,1
58,440,1
58,414,1
58,616,1
58,493,1
58,466,1
58,418,1
58,387,1
58,112,0
58,415,1
58,386,1
58,543,1
58,470,1
58,1264,1
58,551,1
58,491,1
58,410,1
58,107,0
58,613,1
58,473,1
58,106,0
58,670,1
58,368,1
58,417,1
58,487,1
58,343,1
58,419,1
58,663,1
58,389,1
58,592,1
58,443,1
58,1265,1
58,589,1
58,433,1
58,269,0
58,439,1
58,541,1
58,441,1
58,630,0
58,544,1
58,515,1
58,528,1
58,413,1
58,521,1
58,434,1
58,485,1
58,461,1
58,492,1
58,381,1
58,516,1
58,363,1
58,382,1
59,120,1
59,118,1
59,110,1
59,156,1
59,106,1
59,115,1
59,75,0
60,19,0
60,18,0
60,1678,0
60,2943,0
60,3042,0
60,83,0
60,3537,1
60,53,0
60,49,0
60,2077,0
60,2993,0
60,2799,0
60,100,0
60,2846,0
60,2948,0
60,63,0
60,59,0
60,51,0
60,27,0
60,133,0
60,2363,0
60,60,0
60,2698,0
60,3044,0
60,26,0
60,2699,0
60,3039,0
60,89,0
60,2133,0
60,134,0
60,35,0
60,2749,0
60,37,0
60,2944,0
60,2364,0
60,2991,0
60,1913,0
60,101,0
60,2994,0
60,36,0
60,52,0
60,1804,0
60,3538,1
61,790,0
61,862,0
61,823,0
61,910,0
63,783,1
63,711,1
63,753,1
63,697,1
64,585,0
64,650,0
64,654,0
64,652,0
64,644,0
64,655,0
64,677,0
64,600,0
64,511,0
64,678,0
64,653,0
64,603,0
64,589,0
64,0,1
64,547,0
64,569,0
64,570,0
64,656,0
64,676,0
64,657,0
64,591,0
64,594,0
64,675,0
64,581,0
64,680,0
64,107,0
64,599,0
64,681,0
64,572,0
64,546,0
64,679,0
64,482,0
64,583,0
64,593,0
64,646,0
64,651,0
64,567,0
64,582,0
65,43,0
65,97,1
67,715,0
67,687,0
67,46,0
69,33,0
69,18,0
